user_id,age,gender,subscription_plan,monthly_spend,household_size,total_sessions,avg_watch_duration,avg_progress_pct,total_reviews,avg_review_rating,total_searches,rec_click_rate,is_active
user_00033,60.0,Male,Standard,27.09,2.0,14,56.642857142857146,58.71666666666667,1.0,5.0,2.0,0.0,True
user_00034,32.0,,Standard,,,9,53.625,48.0,1.0,4.0,1.0,0.0,True
user_00035,31.0,Male,Premium+,19.52,1.0,10,45.03333333333333,29.17777777777778,2.0,2.0,2.0,0.16666666666666666,True
user_00036,36.0,Other,Premium,9.74,,5,84.7,50.7,1.0,5.0,5.0,0.5,True
user_00037,41.0,Male,Standard,27.56,1.0,8,52.612500000000004,39.5625,,,3.0,0.2,True
user_00038,21.0,Female,Standard,37.01,,10,46.6125,61.35555555555556,1.0,5.0,3.0,0.0,True
user_00039,40.0,Female,Standard,,2.0,11,55.23,28.79,4.0,2.5,3.0,0.16666666666666666,True
user_00040,48.0,Female,Standard,15.84,1.0,8,56.642857142857146,50.45,1.0,5.0,1.0,0.0,True
user_00041,29.0,Female,Standard,25.73,2.0,10,52.85,60.4,3.0,2.3333333333333335,1.0,0.0,True
user_00042,58.0,Male,Standard,27.64,6.0,5,32.06666666666667,72.0,,,5.0,0.0,True
user_00043,35.0,Male,Standard,6.05,4.0,8,124.875,75.625,3.0,4.333333333333333,,0.16666666666666666,True
user_00044,42.0,Male,Basic,32.85,5.0,8,79.85714285714286,42.75,3.0,3.3333333333333335,3.0,0.36363636363636365,True
user_00045,40.0,Female,Premium,3.22,4.0,8,30.05,41.675,2.0,3.5,5.0,0.0,True
user_00046,,Male,Premium+,35.11,,10,66.13,49.56666666666666,3.0,4.666666666666667,2.0,0.0,True
user_00047,50.0,Female,Premium+,22.98,2.0,10,47.739999999999995,60.489999999999995,1.0,4.0,2.0,0.0,True
user_00048,33.0,Female,Basic,16.5,,11,74.65454545454544,30.809090909090912,1.0,3.0,4.0,0.21428571428571427,True
user_00049,39.0,Prefer not to say,Basic,,2.0,9,56.82222222222222,40.84285714285714,1.0,4.0,3.0,0.0,True
user_00050,47.0,Male,Premium+,2.01,2.0,9,66.83333333333333,63.87777777777777,2.0,3.0,4.0,0.14285714285714285,False
user_00051,24.0,Other,Premium,19.09,2.0,10,104.7,39.72222222222222,2.0,4.0,2.0,0.0,False
user_00052,20.0,Male,Premium,15.39,3.0,9,87.6125,45.25555555555556,3.0,3.6666666666666665,1.0,0.25,True
user_00053,34.0,Male,Standard,30.64,3.0,10,90.7,45.0875,,,2.0,0.0,True
user_00054,53.0,,Premium,16.83,,10,75.60000000000001,41.2,,,1.0,0.0,True
user_00055,44.0,Female,Standard,,2.0,13,49.083333333333336,40.2,2.0,3.5,2.0,0.0,True
user_00056,37.0,Female,Premium,29.14,3.0,12,72.85999999999999,51.9,3.0,4.666666666666667,2.0,1.0,True
user_00057,,Prefer not to say,Premium,23.46,,8,87.64285714285714,47.58571428571429,1.0,4.0,1.0,0.16666666666666666,True
user_00058,,Male,Standard,12.29,5.0,8,43.675,63.61666666666667,1.0,3.0,4.0,0.0,True
user_00059,40.0,,Standard,13.0,3.0,12,55.333333333333336,52.22727272727273,3.0,3.6666666666666665,1.0,0.5,True
user_00060,22.0,Male,Premium,19.03,3.0,10,46.34444444444445,70.55555555555556,1.0,3.0,5.0,0.0,True
user_00061,20.0,Male,Standard,3.9,2.0,10,58.58888888888888,46.6125,,,2.0,0.16666666666666666,True
user_00062,27.0,Female,Premium,10.7,1.0,16,66.14,41.03333333333333,,,4.0,0.5,True
user_00063,26.0,,Standard,20.26,2.0,6,57.13333333333333,46.94,1.0,1.0,5.0,0.0,True
user_00064,40.0,Female,Premium,6.76,3.0,16,60.642857142857146,50.31428571428571,,,4.0,0.0,True
user_00065,38.0,Female,Basic,3.95,3.0,10,48.97777777777778,58.8125,1.0,4.0,2.0,0.16666666666666666,True
user_00066,,Female,Premium,50.72,,12,125.73333333333332,53.160000000000004,,,6.0,0.2,True
user_00067,38.0,Male,Standard,24.02,1.0,13,76.7,51.4,2.0,4.0,2.0,0.0,True
user_00068,30.0,Male,Basic,,1.0,11,72.86363636363636,22.52,3.0,3.0,5.0,0.0,False
user_00069,40.0,Female,Premium,12.48,4.0,11,52.7,40.845454545454544,1.0,4.0,3.0,0.0,True
user_00070,50.0,Male,Premium+,12.47,2.0,15,57.87692307692308,48.78,,,,0.0,True
user_00071,43.0,Male,Standard,2.48,2.0,6,73.82000000000001,56.379999999999995,2.0,4.0,5.0,0.0,True
user_00072,28.0,Female,Premium,22.83,2.0,19,55.144444444444446,50.199999999999996,4.0,4.0,2.0,0.0,True
user_00073,39.0,Other,Basic,8.02,1.0,12,40.791666666666664,66.88,4.0,4.0,3.0,0.0,True
user_00074,44.0,Female,Basic,21.07,2.0,14,78.74615384615385,39.142857142857146,,,3.0,0.0,True
user_00075,29.0,Female,Premium,44.32,2.0,5,54.666666666666664,59.05,2.0,3.5,1.0,0.16666666666666666,True
user_00076,26.0,Male,Standard,13.91,2.0,11,60.55,54.98181818181818,1.0,4.0,2.0,0.5,True
user_00077,35.0,Female,Premium,27.46,2.0,9,63.455555555555556,52.300000000000004,3.0,4.0,1.0,0.0,False
user_00078,53.0,Female,Standard,17.93,2.0,6,101.36,51.125,1.0,4.0,1.0,0.16666666666666666,True
user_00079,30.0,Male,Premium,17.62,,12,82.05555555555556,54.654545454545456,1.0,3.0,1.0,0.5,True
user_00080,21.0,Male,Standard,7.47,1.0,15,71.08461538461539,39.00666666666667,1.0,4.0,2.0,0.3333333333333333,True
user_00081,56.0,Other,Premium,20.41,,9,72.65,44.375,1.0,2.0,1.0,0.3333333333333333,True
user_00082,,Prefer not to say,Premium,12.08,3.0,12,48.1,46.29,3.0,3.3333333333333335,1.0,0.18181818181818182,True
user_00083,33.0,Female,Basic,9.39,5.0,13,81.42999999999999,69.4076923076923,2.0,4.5,3.0,0.0,True
user_00084,50.0,,Standard,6.54,2.0,9,62.2375,49.128571428571426,1.0,5.0,,0.5,True
user_00085,48.0,Female,Basic,1.91,2.0,12,69.56363636363636,49.17,,,3.0,0.2,True
user_00086,66.0,Male,Premium,13.95,1.0,13,51.99166666666667,43.24615384615385,,,2.0,0.25,True
user_00087,26.0,Female,Standard,14.46,,11,76.58571428571429,52.62222222222223,,,3.0,0.0,True
user_00088,38.0,Other,Standard,10.87,4.0,11,64.1125,36.44444444444444,2.0,3.0,2.0,0.3333333333333333,True
user_00089,32.0,,Standard,,2.0,10,59.5625,55.7,1.0,1.0,5.0,0.3333333333333333,True
user_00090,20.0,Male,Standard,22.14,,11,61.36666666666666,52.2,,,2.0,0.0,True
user_00091,27.0,Female,Basic,5.81,1.0,15,58.31428571428571,50.69285714285714,3.0,3.6666666666666665,3.0,0.6,True
user_00092,20.0,Male,Premium,6.55,4.0,12,57.42727272727272,53.40833333333333,,,2.0,0.0,True
user_00093,31.0,Female,Premium+,16.17,,7,28.2,34.44285714285714,2.0,3.0,3.0,0.0,True
user_00094,,Male,Premium,38.05,,11,41.372727272727275,56.11818181818182,3.0,3.6666666666666665,3.0,0.2222222222222222,True
user_00095,36.0,Female,Standard,31.99,4.0,8,49.72857142857142,67.2,2.0,4.0,,0.0,True
user_00096,30.0,Male,Premium,7.71,1.0,13,56.73333333333333,42.12307692307692,,,2.0,0.0,True
user_00097,52.0,Male,Standard,8.84,3.0,10,66.34,50.22222222222222,1.0,4.0,1.0,0.2,False
user_00098,24.0,Female,Standard,3.68,1.0,10,61.34444444444445,47.41,2.0,3.0,1.0,0.2,True
user_00099,20.0,Female,Premium,14.89,4.0,16,57.0,41.106249999999996,2.0,3.5,2.0,0.0,False
user_00100,22.0,Female,Premium,,4.0,12,110.64000000000001,57.31,4.0,3.0,,0.25,True
user_00101,14.0,Male,Premium+,28.98,1.0,14,65.73333333333333,59.9076923076923,1.0,5.0,6.0,0.0,True
user_00102,45.0,Female,Premium,,3.0,13,57.666666666666664,48.57692307692308,1.0,3.0,3.0,0.25,True
user_00103,40.0,Male,Premium,15.6,4.0,9,66.14444444444445,47.27777777777778,2.0,4.0,1.0,0.16666666666666666,False
user_00104,49.0,,Standard,12.52,3.0,12,48.92727272727273,69.00909090909092,,,1.0,0.375,True
user_00105,22.0,,Basic,31.37,3.0,15,71.81538461538462,53.04,1.0,3.0,4.0,0.5,True
user_00106,38.0,Male,Basic,24.79,3.0,11,68.35454545454546,47.339999999999996,1.0,4.0,2.0,0.0,False
user_00107,35.0,Female,Standard,8.38,4.0,16,49.913333333333334,53.58571428571429,3.0,4.333333333333333,3.0,0.125,True
user_00108,13.0,Female,Premium,10.47,7.0,14,45.392307692307696,54.86363636363637,,,1.0,0.3333333333333333,True
user_00109,24.0,Prefer not to say,Premium,,3.0,14,39.853846153846156,59.82727272727273,,,3.0,0.0,True
user_00110,49.0,Female,Standard,38.06,6.0,15,59.26153846153846,36.207692307692305,1.0,4.0,1.0,0.0,True
user_00111,101.0,Female,Basic,8.26,3.0,8,35.614285714285714,66.05714285714285,3.0,3.0,1.0,0.0,True
user_00112,33.0,Male,Standard,28.67,5.0,15,45.95384615384615,48.26,1.0,5.0,6.0,0.5,True
user_00113,37.0,Male,Standard,15.85,3.0,12,54.15833333333333,64.24444444444445,4.0,4.25,4.0,0.6666666666666666,True
user_00114,36.0,Other,Premium,27.06,2.0,8,60.6,49.975,2.0,3.5,6.0,0.25,True
user_00115,30.0,Male,Basic,19.82,3.0,9,66.73333333333333,55.3375,2.0,4.0,2.0,0.3333333333333333,True
user_00116,37.0,Prefer not to say,Standard,11.76,2.0,6,63.21666666666667,37.28333333333334,,,3.0,0.0,False
user_00117,40.0,Female,Basic,17.91,,9,66.65714285714286,49.17777777777778,3.0,3.6666666666666665,4.0,0.2857142857142857,True
user_00118,43.0,Female,Basic,50.48,2.0,9,51.6125,65.075,2.0,2.5,2.0,0.2,True
user_00119,,Male,Premium,,1.0,11,66.80000000000001,54.089999999999996,2.0,2.5,,0.42857142857142855,True
user_00120,39.0,Male,Basic,8.61,2.0,8,70.22857142857143,38.975,2.0,3.0,5.0,0.0,True
user_00121,18.0,Male,Premium,1.08,4.0,10,38.125,49.88,3.0,4.333333333333333,5.0,0.3333333333333333,True
user_00122,32.0,Other,Standard,4.65,2.0,10,47.510000000000005,55.2,,,1.0,0.2,True
user_00123,,Male,Premium,7.55,6.0,14,52.30833333333334,48.771428571428565,1.0,4.0,,0.1111111111111111,True
user_00124,55.0,,Premium,38.42,2.0,15,97.73076923076923,35.81333333333334,3.0,3.6666666666666665,2.0,,True
user_00125,53.0,Female,Standard,9.19,3.0,6,58.625,33.6,2.0,4.0,1.0,0.2222222222222222,True
user_00126,6.0,Other,Premium,10.26,,19,48.2375,55.926315789473676,,,,0.125,True
user_00127,36.0,Male,Standard,10.74,2.0,12,72.6,42.44166666666666,,,6.0,0.16666666666666666,True
user_00128,34.0,Female,Premium,33.64,3.0,5,26.76,19.28,1.0,4.0,2.0,0.0,True
user_00129,46.0,Female,Premium,8.2,5.0,5,183.25,51.1,,,5.0,0.25,True
user_00130,48.0,Male,Basic,21.24,5.0,11,58.17,53.67999999999999,2.0,4.5,4.0,0.0,True
user_00131,54.0,Male,Basic,13.08,3.0,13,87.43076923076923,57.62307692307692,2.0,4.0,4.0,0.0,True
user_00132,61.0,Female,Basic,,,14,61.76428571428572,47.050000000000004,,,6.0,0.0,True
user_00133,18.0,Female,Standard,2.83,5.0,7,36.5,47.9,2.0,3.5,,0.0,True
user_00134,59.0,Female,Premium+,4.01,4.0,8,49.9375,51.375,,,2.0,0.0,True
user_00135,16.0,Male,Premium,15.86,2.0,10,121.79,38.94,1.0,2.0,3.0,0.0,True
user_00136,7.0,Female,Premium,16.3,2.0,11,57.43333333333333,62.71818181818182,4.0,3.75,1.0,0.0,True
user_00137,26.0,Female,Basic,2.86,2.0,11,50.09090909090909,52.42727272727272,,,1.0,0.0,False
user_00138,32.0,Female,Standard,35.61,,9,42.47777777777778,41.34444444444445,3.0,4.333333333333333,,0.2857142857142857,True
user_00139,45.0,Female,Standard,17.44,3.0,11,56.955555555555556,54.99090909090909,2.0,4.0,1.0,0.2,True
user_00140,51.0,Male,Standard,22.42,3.0,6,55.13333333333333,41.5,1.0,5.0,3.0,0.0,False
user_00141,34.0,Prefer not to say,Premium+,,2.0,10,40.6875,48.21,,,3.0,0.16666666666666666,True
user_00142,,Male,Basic,14.0,1.0,7,29.080000000000002,51.88333333333333,1.0,4.0,3.0,0.0,True
user_00143,36.0,Female,Basic,13.02,1.0,14,73.81,47.42142857142857,2.0,3.0,1.0,0.0,True
user_00144,59.0,Female,Standard,38.32,1.0,11,45.111111111111114,36.00909090909091,1.0,5.0,1.0,0.16666666666666666,True
user_00145,,Female,Premium+,10.81,2.0,5,52.04,74.76,4.0,3.5,2.0,0.6666666666666666,True
user_00146,29.0,Male,Premium+,23.27,3.0,11,47.81,27.21,2.0,4.5,3.0,0.0,False
user_00147,30.0,Female,Premium,24.56,2.0,12,48.7,37.72,,,4.0,0.2727272727272727,True
user_00148,9.0,Female,Premium,7.45,5.0,6,60.42,43.14,2.0,5.0,5.0,0.2,True
user_00149,18.0,Female,Standard,2.54,4.0,13,69.96363636363637,31.072727272727274,2.0,3.0,7.0,0.2,True
user_00150,44.0,Male,Premium+,16.45,1.0,10,77.42222222222222,42.17,,,2.0,0.375,True
user_00151,25.0,Male,Premium,5.53,4.0,9,49.34444444444445,55.4375,,,2.0,0.0,True
user_00152,23.0,Male,Premium,11.15,3.0,10,89.83,52.4875,5.0,4.2,4.0,0.0,True
user_00153,25.0,Female,Standard,11.84,3.0,12,63.6,49.733333333333334,2.0,3.0,2.0,0.0,True
user_00154,51.0,Female,Basic,18.18,2.0,11,72.95,50.16363636363636,2.0,3.5,4.0,0.16666666666666666,True
user_00155,43.0,Female,Premium,18.64,,12,85.60909090909091,45.71,1.0,4.0,1.0,1.0,True
user_00156,31.0,Male,Basic,,2.0,12,54.53636363636363,45.55833333333334,1.0,5.0,5.0,0.2222222222222222,True
user_00157,,,Standard,2.88,8.0,5,168.78,37.42,1.0,3.0,4.0,0.3333333333333333,True
user_00158,15.0,Other,Premium,27.31,1.0,9,55.8875,57.766666666666666,2.0,2.5,6.0,0.25,True
user_00159,28.0,Female,Basic,,2.0,14,101.76923076923077,45.464285714285715,,,6.0,0.25,True
user_00160,11.0,Male,Premium,17.58,8.0,10,48.142857142857146,53.27,3.0,4.0,2.0,0.0,False
user_00161,36.0,Prefer not to say,Basic,284.95,1.0,15,118.62857142857142,52.51428571428572,,,2.0,0.0,True
user_00162,35.0,Male,Basic,17.7,5.0,11,43.577777777777776,42.27777777777778,2.0,4.5,,,False
user_00163,26.0,Female,Basic,,1.0,11,54.43636363636363,43.73333333333333,2.0,4.0,2.0,0.0,True
user_00164,21.0,Male,Standard,2.92,2.0,11,67.05,56.26363636363636,1.0,4.0,1.0,0.16666666666666666,True
user_00165,35.0,Prefer not to say,Premium,24.0,,11,55.03333333333333,62.04,,,4.0,0.5,True
user_00166,38.0,Female,Standard,16.94,1.0,11,72.42222222222223,55.04545454545455,1.0,4.0,2.0,0.0,True
user_00167,36.0,,Basic,15.17,1.0,16,63.89090909090908,59.76923076923077,,,3.0,0.42857142857142855,False
user_00168,5.0,Male,Standard,14.0,2.0,11,59.56363636363637,36.18888888888889,,,1.0,0.0,True
user_00169,34.0,,Standard,19.02,1.0,8,79.1875,54.31666666666667,,,2.0,0.0,True
user_00170,23.0,Male,Premium,18.12,,8,63.57142857142857,45.34285714285714,1.0,1.0,,0.2,True
user_00171,28.0,Female,Basic,10.45,2.0,13,70.22,49.35833333333333,1.0,4.0,,0.2,True
user_00172,46.0,Female,Premium,18.23,,9,29.96666666666667,47.2,2.0,4.5,2.0,0.16666666666666666,True
user_00173,30.0,Prefer not to say,Standard,4.57,2.0,13,59.37692307692308,59.65,1.0,4.0,2.0,0.0,True
user_00174,40.0,Male,Premium,4.41,6.0,14,41.22,41.75714285714286,2.0,4.0,3.0,0.3333333333333333,True
user_00175,45.0,Female,Standard,3.87,,8,39.4,34.98571428571429,1.0,4.0,5.0,0.2,True
user_00176,40.0,Female,Standard,30.07,3.0,11,122.5,47.58181818181818,2.0,3.5,4.0,0.25,False
user_00177,16.0,Female,Basic,9.56,2.0,9,35.32857142857143,42.03333333333333,3.0,3.0,3.0,0.8,False
user_00178,39.0,Female,Premium,10.85,1.0,8,87.01428571428572,35.01428571428571,1.0,3.0,,0.0,True
user_00179,48.0,Male,Basic,20.2,8.0,12,58.38181818181818,61.46,1.0,4.0,3.0,0.0,True
user_00180,22.0,Male,Basic,19.68,1.0,11,59.41111111111112,42.02727272727273,1.0,5.0,9.0,0.0,True
user_00181,47.0,Female,Standard,6.95,2.0,9,69.77142857142857,35.385714285714286,2.0,4.0,2.0,0.25,True
user_00182,26.0,Female,Basic,9.86,1.0,6,89.325,53.5,2.0,2.5,2.0,0.25,True
user_00183,22.0,Male,Premium,1.59,3.0,14,76.02000000000001,49.26923076923077,2.0,4.5,2.0,0.125,False
user_00184,19.0,Female,Premium,25.16,3.0,8,36.6,49.5375,1.0,4.0,4.0,0.0,True
user_00185,,Male,Basic,37.61,6.0,12,65.25,49.60909090909092,2.0,4.0,1.0,0.3333333333333333,True
user_00186,39.0,Male,Premium+,7.45,,15,61.12857142857143,40.94285714285714,2.0,3.0,1.0,0.0,True
user_00187,12.0,Female,Premium,14.16,1.0,7,73.75,61.05714285714286,,,1.0,0.0,False
user_00188,42.0,Female,Standard,22.96,2.0,11,42.333333333333336,46.07,6.0,4.0,1.0,0.0,True
user_00189,21.0,Male,Premium,,4.0,6,36.2,54.1,1.0,4.0,5.0,0.0,True
user_00190,34.0,Male,Basic,18.15,1.0,8,51.642857142857146,42.91428571428571,1.0,3.0,3.0,0.2857142857142857,True
user_00191,42.0,Female,Standard,17.15,,6,33.166666666666664,61.86666666666667,5.0,3.4,2.0,0.0,True
user_00192,,Female,Premium,6.43,3.0,10,66.51111111111112,39.37,2.0,4.5,,0.0,True
user_00193,,Male,Standard,36.86,4.0,5,58.14,63.720000000000006,1.0,3.0,3.0,0.25,True
user_00194,36.0,Male,Basic,35.16,2.0,19,37.53888888888889,48.85,1.0,2.0,3.0,,True
user_00195,23.0,Female,Premium,43.11,4.0,9,48.6625,66.6375,1.0,4.0,5.0,0.3333333333333333,True
user_00196,20.0,Male,Standard,17.27,3.0,10,33.980000000000004,54.4,,,6.0,0.0,True
user_00197,30.0,Male,Standard,,4.0,10,55.07000000000001,60.46666666666667,1.0,2.0,1.0,0.0,True
user_00198,32.0,Other,Standard,5.45,,12,88.17777777777776,49.13636363636363,2.0,3.5,1.0,0.16666666666666666,True
user_00199,46.0,Prefer not to say,Standard,7.38,1.0,14,49.25,45.457142857142856,1.0,5.0,1.0,0.2,True
user_00200,36.0,Male,Standard,4.73,6.0,11,71.69090909090909,46.0,1.0,3.0,3.0,0.0,False
user_00201,49.0,Female,Premium,9.81,3.0,9,49.028571428571425,48.25,4.0,3.0,3.0,0.0,True
user_00202,41.0,Female,Standard,12.97,,13,59.59166666666667,45.66923076923077,1.0,3.0,1.0,0.125,True
user_00203,23.0,Female,Premium,13.98,3.0,13,57.65,33.26153846153846,,,1.0,0.0,True
user_00204,20.0,Other,Premium,12.74,3.0,11,83.34,53.98181818181818,3.0,3.0,3.0,0.125,True
user_00205,52.0,Female,Basic,13.93,1.0,11,63.9,42.34444444444445,2.0,3.0,5.0,0.3333333333333333,True
user_00206,39.0,Male,Standard,6.42,4.0,13,168.43636363636364,45.33846153846154,2.0,3.5,2.0,0.0,False
user_00207,,Female,Basic,24.66,1.0,10,44.529999999999994,47.95,,,5.0,0.0,True
user_00208,36.0,Male,Premium,3.31,2.0,15,47.138461538461534,51.3,,,2.0,0.0,True
user_00209,2.0,Female,Basic,,2.0,11,59.77,48.4,,,2.0,0.1111111111111111,True
user_00210,30.0,Male,Premium,14.28,3.0,14,46.207142857142856,55.25384615384615,3.0,3.6666666666666665,2.0,0.0,True
user_00211,35.0,Prefer not to say,Standard,33.88,2.0,7,54.771428571428565,38.300000000000004,2.0,3.5,7.0,0.0,False
user_00212,21.0,Male,Premium,10.87,,16,61.19166666666666,60.028571428571425,,,2.0,0.2,True
user_00213,39.0,,Standard,10.51,5.0,11,47.76363636363636,42.11818181818182,2.0,2.5,2.0,0.0,True
user_00214,,Female,Standard,1.0,1.0,12,49.230000000000004,58.81666666666666,2.0,3.5,3.0,0.09090909090909091,True
user_00215,38.0,Male,Premium,18.18,4.0,8,50.737500000000004,38.2875,1.0,5.0,1.0,0.2,True
user_00216,29.0,Male,Basic,16.65,,15,100.61666666666667,54.1,2.0,3.0,2.0,0.2,True
user_00217,32.0,Female,Standard,8.09,2.0,9,115.625,63.03333333333333,,,5.0,1.0,True
user_00218,33.0,,Basic,16.68,3.0,7,43.63333333333333,34.4,1.0,4.0,2.0,0.3333333333333333,False
user_00219,15.0,Female,Standard,11.49,5.0,6,73.46666666666667,44.23333333333333,1.0,5.0,2.0,0.0,True
user_00220,24.0,Female,Premium+,24.08,4.0,8,38.17142857142857,58.228571428571435,1.0,5.0,3.0,0.1111111111111111,True
user_00221,41.0,Female,Basic,,2.0,10,88.3,54.379999999999995,2.0,5.0,3.0,0.16666666666666666,True
user_00222,36.0,Male,Standard,7.64,3.0,9,55.2875,61.06666666666667,1.0,3.0,6.0,0.0,True
user_00223,,Prefer not to say,Premium,8.77,8.0,8,42.987500000000004,41.525,3.0,3.0,4.0,0.125,True
user_00224,45.0,Male,Premium,16.26,1.0,10,59.77,53.94,3.0,3.6666666666666665,3.0,0.6666666666666666,True
user_00225,43.0,Male,Standard,24.73,3.0,16,57.64375,52.526666666666664,3.0,4.666666666666667,2.0,0.0,True
user_00226,38.0,Male,Standard,10.85,2.0,7,54.866666666666674,62.166666666666664,2.0,2.5,1.0,0.4,True
user_00227,6.0,Female,Premium,7.04,5.0,9,41.475,49.077777777777776,1.0,5.0,2.0,0.0,True
user_00228,19.0,Prefer not to say,Standard,18.57,3.0,19,52.65625,58.54,1.0,5.0,1.0,0.0,True
user_00229,20.0,Male,Premium,10.38,2.0,13,58.41538461538461,39.169230769230765,3.0,4.333333333333333,1.0,0.3333333333333333,True
user_00230,13.0,Male,Basic,10.3,1.0,13,65.17,44.19166666666666,4.0,3.75,3.0,0.4,True
user_00231,25.0,Prefer not to say,Basic,3.57,4.0,14,95.95,58.15,4.0,3.75,5.0,0.058823529411764705,True
user_00232,13.0,Male,Premium,21.77,2.0,7,88.72,50.58571428571429,2.0,3.5,2.0,0.0,False
user_00233,40.0,,Standard,20.37,3.0,12,46.872727272727275,51.6625,1.0,5.0,2.0,0.25,True
user_00234,48.0,Male,Premium,32.33,1.0,12,37.958333333333336,59.627272727272725,,,3.0,0.5,True
user_00235,51.0,Female,Premium,,3.0,12,63.300000000000004,47.21111111111111,4.0,4.25,1.0,0.1,True
user_00236,26.0,Female,Premium,15.05,1.0,13,59.074999999999996,61.676923076923075,2.0,3.0,3.0,0.2857142857142857,True
user_00237,23.0,Male,Premium,26.57,2.0,12,63.24166666666667,56.288888888888884,1.0,3.0,5.0,0.0,True
user_00238,27.0,Other,Standard,1.94,2.0,12,72.175,49.300000000000004,1.0,5.0,3.0,0.0,True
user_00239,49.0,Male,Standard,,3.0,14,53.81666666666666,53.300000000000004,1.0,5.0,5.0,0.0,True
user_00240,44.0,Male,Basic,28.4,4.0,15,58.23571428571429,51.080000000000005,,,3.0,0.4,True
user_00241,21.0,Female,Premium,9.01,1.0,8,55.4,64.41666666666667,,,1.0,0.16666666666666666,True
user_00242,,Male,Standard,2.03,2.0,12,88.45555555555556,33.92727272727273,3.0,3.3333333333333335,2.0,0.3333333333333333,True
user_00243,31.0,,Premium,12.26,3.0,12,50.7,54.791666666666664,,,3.0,0.3333333333333333,True
user_00244,40.0,Female,Basic,9.34,1.0,10,43.94285714285714,35.519999999999996,1.0,5.0,6.0,0.0,True
